A1Benchmark/real_7.csv,350,15,1008,5,23,0.41,0.01875
A1Benchmark/real_7.csv,350,11,1011,2,27,0.46,0.021875
A1Benchmark/real_7.csv,350,8,1012,1,30,0.45,0.025
A1Benchmark/real_7.csv,350,4,1013,0,34,0.66,0.028125
A1Benchmark/real_7.csv,350,4,1013,0,34,0.41,0.03125
A1Benchmark/real_7.csv,350,4,1013,0,34,0.42,0.034375
A1Benchmark/real_7.csv,350,3,1013,0,35,0.60,0.0375
A1Benchmark/real_7.csv,350,2,1013,0,36,0.46,0.040625
A1Benchmark/real_7.csv,350,2,1013,0,36,0.68,0.04375
A1Benchmark/real_7.csv,350,2,1013,0,36,0.65,0.046875
A1Benchmark/real_7.csv,350,2,1013,0,36,0.39,0.05
A1Benchmark/real_7.csv,400,38,402,561,0,0.20,0.0
A1Benchmark/real_7.csv,400,28,933,30,10,0.49,0.003125
A1Benchmark/real_7.csv,400,28,941,22,10,0.47,0.00625
A1Benchmark/real_7.csv,400,20,952,11,18,0.50,0.009375
A1Benchmark/real_7.csv,400,17,955,8,21,0.73,0.0125
A1Benchmark/real_7.csv,400,17,958,5,21,0.52,0.015625
A1Benchmark/real_7.csv,400,15,958,5,23,0.79,0.01875
A1Benchmark/real_7.csv,400,11,961,2,27,0.77,0.021875
A1Benchmark/real_7.csv,400,8,962,1,30,0.65,0.025
A1Benchmark/real_7.csv,400,4,963,0,34,0.61,0.028125
A1Benchmark/real_7.csv,400,4,963,0,34,0.44,0.03125
A1Benchmark/real_7.csv,400,4,963,0,34,0.44,0.034375
A1Benchmark/real_7.csv,400,3,963,0,35,0.44,0.0375
A1Benchmark/real_7.csv,400,2,963,0,36,0.43,0.040625
A1Benchmark/real_7.csv,400,2,963,0,36,0.43,0.04375
A1Benchmark/real_7.csv,400,2,963,0,36,0.51,0.046875
A1Benchmark/real_7.csv,400,2,963,0,36,0.67,0.05
A1Benchmark/real_7.csv,450,38,452,461,0,0.30,0.0
A1Benchmark/real_7.csv,450,28,883,30,10,0.53,0.003125
A1Benchmark/real_7.csv,450,28,891,22,10,0.49,0.00625
A1Benchmark/real_7.csv,450,20,902,11,18,0.55,0.009375
